score_IT,score_CS,score_CE,score_MMA,total_correct,accuracy_score,average_speed,interest_score,performance_group,performance_encoded,Track,track_encoded
2,1,3,5,11,0.55,0.4089750671799074,0.5664099731280371,Average,0,Multimedia Arts,3
5,2,3,1,11,0.55,0.6609767918290663,0.4656092832683735,Average,0,Information Technology,2
4,1,3,1,9,0.45,0.38072092438102567,0.5177116302475897,Average,0,Information Technology,2
1,1,4,2,8,0.4,0.8441584310195793,0.3023366275921683,Average,0,Computer Engineering,0
1,5,0,2,8,0.4,0.43140033157338964,0.46743986737064414,Average,0,Computer Science,1
1,3,5,1,10,0.5,0.6541594575273658,0.4383362169890537,Average,0,Computer Engineering,0
5,3,3,0,11,0.55,0.41014718670509126,0.5659411253179636,Average,0,Information Technology,2
0,5,1,3,9,0.45,0.6741142849944701,0.400354286002212,Average,0,Computer Science,1
0,0,3,3,6,0.3,0.9249331258330122,0.2100267496667951,Low,2,Multimedia Arts,3
0,3,1,5,9,0.45,0.9233847359411047,0.30064610562355815,Average,0,Multimedia Arts,3
1,5,2,2,10,0.5,0.7792234260062172,0.3883106295975131,Average,0,Computer Science,1
3,4,3,3,13,0.65,0.5734575407949876,0.560616983682005,Average,0,Computer Science,1
3,0,1,0,4,0.2,0.5826981866733496,0.28692072533066015,Low,2,Information Technology,2
4,3,1,3,11,0.55,0.5263681783011386,0.5194527286795446,Average,0,Information Technology,2
3,3,2,1,9,0.45,0.4523925981067879,0.4890429607572849,Average,0,Computer Science,1
3,3,3,0,9,0.45,0.8878583481469571,0.3148566607412172,Average,0,Computer Engineering,0
5,0,0,2,7,0.35,0.4151364463655498,0.4439454214537801,Low,2,Information Technology,2
1,2,5,3,11,0.55,0.9625170837077621,0.34499316651689516,Average,0,Computer Engineering,0
0,1,0,4,5,0.25,0.7789996549840517,0.23840013800637933,Low,2,Multimedia Arts,3
3,0,2,2,7,0.35,0.7597769639497522,0.30608921442009906,Low,2,Information Technology,2
1,2,3,3,9,0.45,0.4412450854503687,0.49350196581985256,Average,0,Computer Engineering,0
5,2,3,0,10,0.5,0.6183231461602668,0.45267074153589326,Average,0,Information Technology,2
1,2,0,4,7,0.35,0.5583462070041353,0.38666151719834585,Low,2,Multimedia Arts,3
1,3,3,1,8,0.4,0.5962243413145634,0.4015102634741746,Average,0,Computer Engineering,0
5,1,2,0,8,0.4,0.4557286894431097,0.45770852422275615,Average,0,Information Technology,2
3,5,0,1,9,0.45,0.7254421971172826,0.379823121153087,Average,0,Computer Science,1
3,0,2,5,10,0.5,0.6673807337150692,0.4330477065139723,Average,0,Multimedia Arts,3
3,0,5,0,8,0.4,0.5134360723676767,0.4346255710529293,Average,0,Computer Engineering,0
2,3,2,2,9,0.45,0.5488721536840684,0.45045113852637264,Average,0,Computer Science,1
1,3,2,1,7,0.35,0.4534867505648587,0.4286052997740565,Low,2,Computer Science,1
1,1,4,3,9,0.45,0.6674247961708316,0.4030300815316674,Average,0,Computer Engineering,0
2,5,2,1,10,0.5,0.5376397742901369,0.48494409028394525,Average,0,Computer Science,1
5,3,3,2,13,0.65,0.5175020767133164,0.5829991693146734,Average,0,Information Technology,2
1,5,3,0,9,0.45,0.372060467613117,0.5211758129547532,Average,0,Computer Science,1
0,2,5,2,9,0.45,0.8792475303562548,0.3183009878574981,Average,0,Computer Engineering,0
1,2,3,3,9,0.45,0.8742727574535873,0.32029089701856506,Average,0,Computer Engineering,0
3,2,3,3,11,0.55,0.8555134207509929,0.3877946316996029,Average,0,Multimedia Arts,3
1,3,1,2,7,0.35,0.6527495479006138,0.3489001808397545,Low,2,Computer Science,1
4,0,1,3,8,0.4,0.6956149485321407,0.36175402058714373,Average,0,Information Technology,2
1,1,1,4,7,0.35,0.8887786362619254,0.2544885454952298,Low,2,Multimedia Arts,3
1,5,2,1,9,0.45,0.9672814174481945,0.2830874330207222,Average,0,Computer Science,1
2,0,3,0,5,0.25,0.7401795139346173,0.25392819442615305,Low,2,Computer Engineering,0
3,1,3,1,8,0.4,0.7924014645545563,0.3230394141781775,Average,0,Computer Engineering,0
4,3,1,2,10,0.5,0.9003711040522051,0.33985155837911796,Average,0,Information Technology,2
3,1,3,3,10,0.5,0.6977095591234048,0.42091617635063805,Average,0,Computer Engineering,0
0,1,1,4,6,0.3,0.6501209717418917,0.31995161130324334,Low,2,Multimedia Arts,3
0,0,5,1,6,0.3,0.7410759901144206,0.28356960395423175,Low,2,Computer Engineering,0
1,2,3,0,6,0.3,0.638195397832491,0.3247218408670036,Low,2,Computer Engineering,0
3,2,3,1,9,0.45,0.8703573012811794,0.3218570794875283,Average,0,Computer Engineering,0
5,3,0,2,10,0.5,0.7117079592343035,0.4153168163062786,Average,0,Information Technology,2
0,2,3,3,8,0.4,0.8533987177634645,0.2986405128946142,Average,0,Multimedia Arts,3
4,1,1,0,6,0.3,0.8790504634452598,0.22837981462189605,Low,2,Information Technology,2
2,5,0,2,9,0.45,0.9821908393841048,0.2771236642463581,Average,0,Computer Science,1
2,4,0,0,6,0.3,0.43786410355776395,0.40485435857689445,Low,2,Computer Science,1
0,3,1,3,7,0.35,0.9067321107879973,0.24730715568480108,Low,2,Computer Science,1
2,3,3,0,8,0.4,0.646612975163704,0.3813548099345184,Average,0,Computer Science,1
3,1,3,1,8,0.4,0.821144743185567,0.3115421027257732,Average,0,Information Technology,2
4,3,1,2,10,0.5,0.9691353578358899,0.31234585686564403,Average,0,Information Technology,2
1,0,3,3,7,0.35,0.5313454505806463,0.3974618197677415,Low,2,Multimedia Arts,3
4,2,1,2,9,0.45,0.6276554332297184,0.41893782670811264,Average,0,Information Technology,2
0,2,3,5,10,0.5,0.44470251518523435,0.5221189939259062,Average,0,Multimedia Arts,3
0,1,3,4,8,0.4,0.41426066474187456,0.4742957341032502,Average,0,Multimedia Arts,3
0,3,1,0,4,0.2,0.8548564537470349,0.17805741850118603,Low,2,Computer Science,1
3,1,1,3,8,0.4,0.8232533729277411,0.3106986508289035,Average,0,Information Technology,2
2,0,1,5,8,0.4,0.4886853896638712,0.4445258441344515,Average,0,Multimedia Arts,3
3,2,5,3,13,0.65,0.4240456375365654,0.6203817449853739,Average,0,Computer Engineering,0
0,3,2,1,6,0.3,0.47652722012393495,0.389389111950426,Low,2,Computer Science,1
2,5,3,0,10,0.5,0.5960649483301097,0.4615740206679561,Average,0,Computer Science,1
2,0,4,1,7,0.35,0.7193880118967781,0.32224479524128874,Low,2,Computer Engineering,0
3,1,4,1,9,0.45,0.4808330795566622,0.4776667681773351,Average,0,Computer Engineering,0
4,0,0,2,6,0.3,0.7076017722996388,0.29695929108014446,Low,2,Information Technology,2
0,3,4,3,10,0.5,0.6905160692403329,0.42379357230386683,Average,0,Computer Engineering,0
1,3,5,3,12,0.6,0.7175455680312666,0.47298177278749337,Average,0,Computer Engineering,0
2,4,3,0,9,0.45,0.4796718083655581,0.47813127665377675,Average,0,Computer Science,1
4,2,2,2,10,0.5,0.3735978570509666,0.5505608571796133,Average,0,Information Technology,2
3,0,3,1,7,0.35,0.8661095050655527,0.2635561979737789,Low,2,Information Technology,2
0,4,2,3,9,0.45,0.7431041691065754,0.3727583323573699,Average,0,Computer Science,1
1,5,3,3,12,0.6,0.4912988813194362,0.5634804474722255,Average,0,Computer Science,1
2,3,2,5,12,0.6,0.34355196534545845,0.6225792138618167,Average,0,Multimedia Arts,3
1,3,5,0,9,0.45,0.6280757962960866,0.4187696814815654,Average,0,Computer Engineering,0
0,3,4,3,10,0.5,0.39033472698647437,0.5438661092054102,Average,0,Computer Engineering,0
3,3,2,5,13,0.65,0.5216073093095862,0.5813570762761655,Average,0,Multimedia Arts,3
2,3,5,0,10,0.5,0.37578034868836535,0.5496878605246539,Average,0,Computer Engineering,0
1,3,3,3,10,0.5,0.7753238168043348,0.38987047327826607,Average,0,Computer Science,1
4,1,0,1,6,0.3,0.9042985429696526,0.21828058281213894,Low,2,Information Technology,2
1,5,3,3,12,0.6,0.5988787403938227,0.5204485038424709,Average,0,Computer Science,1
3,3,2,2,10,0.5,0.6707407233965932,0.4317037106413627,Average,0,Information Technology,2
3,2,4,2,11,0.55,0.40204720741711797,0.5691811170331529,Average,0,Computer Engineering,0
1,1,0,5,7,0.35,0.5184379406653735,0.40262482373385056,Low,2,Multimedia Arts,3
4,2,0,1,7,0.35,0.6894317538361828,0.3342272984655269,Low,2,Information Technology,2
3,1,2,1,7,0.35,0.6336285470825185,0.3565485811669926,Low,2,Information Technology,2
3,4,1,1,9,0.45,0.9674456950333057,0.28302172198667774,Average,0,Computer Science,1
2,1,0,4,7,0.35,0.9926926691711735,0.2129229323315306,Low,2,Multimedia Arts,3
1,0,1,3,5,0.25,0.8365427340648606,0.21538290637405577,Low,2,Multimedia Arts,3
2,1,3,3,9,0.45,0.7132324850433567,0.38470700598265734,Average,0,Multimedia Arts,3
4,0,2,2,8,0.4,0.3281533536221246,0.5087386585511502,Average,0,Information Technology,2
2,5,3,1,11,0.55,0.44556375989277164,0.5517744960428914,Average,0,Computer Science,1
4,2,2,1,9,0.45,0.41816537656321834,0.5027338493747127,Average,0,Information Technology,2
4,2,1,2,9,0.45,0.737929207224902,0.3748283171100392,Average,0,Information Technology,2
1,3,0,3,7,0.35,0.5085580329457107,0.4065767868217157,Low,2,Multimedia Arts,3
5,2,1,2,10,0.5,0.4779980008150838,0.5088007996739665,Average,0,Information Technology,2
2,4,3,3,12,0.6,0.600986976979751,0.5196052092080996,Average,0,Computer Science,1
3,3,5,1,12,0.6,0.30671951993216956,0.6373121920271322,Average,0,Computer Engineering,0
3,0,0,2,5,0.25,0.5061977384003928,0.34752090463984286,Low,2,Information Technology,2
2,0,1,3,6,0.3,0.35317802866338943,0.43872878853464425,Low,2,Multimedia Arts,3
0,1,1,4,6,0.3,0.9024795993419343,0.21900816026322625,Low,2,Multimedia Arts,3
3,3,0,1,7,0.35,0.7588269470691225,0.306469221172351,Low,2,Information Technology,2
1,3,0,2,6,0.3,0.6771716071798124,0.30913135712807505,Low,2,Computer Science,1
0,4,0,3,7,0.35,0.6902173448398738,0.33391306206405047,Low,2,Computer Science,1
2,2,2,4,10,0.5,0.31196453483164255,0.575214186067343,Average,0,Multimedia Arts,3
2,4,1,0,7,0.35,0.865476569378367,0.2638093722486532,Low,2,Computer Science,1
0,1,5,0,6,0.3,0.7933065782575632,0.2626773686969747,Low,2,Computer Engineering,0
3,3,3,1,10,0.5,0.9468227437506946,0.3212709024997221,Average,0,Computer Science,1
0,3,4,0,7,0.35,0.9462004488573561,0.23151982045705755,Low,2,Computer Engineering,0
1,5,3,1,10,0.5,0.6262774902210498,0.4494890039115801,Average,0,Computer Science,1
5,1,2,1,9,0.45,0.6025815625675751,0.42896737497297,Average,0,Information Technology,2
1,2,5,1,9,0.45,0.6651153377315262,0.40395386490738955,Average,0,Computer Engineering,0
0,5,3,1,9,0.45,0.5729183125600387,0.44083267497598455,Average,0,Computer Science,1
3,2,5,2,12,0.6,0.513150296299563,0.5547398814801748,Average,0,Computer Engineering,0
4,2,3,2,11,0.55,0.8116936192762918,0.40532255228948333,Average,0,Information Technology,2
4,1,0,2,7,0.35,0.6126556029838939,0.3649377588064424,Low,2,Information Technology,2
1,0,0,4,5,0.25,0.674712101902309,0.2801151592390764,Low,2,Multimedia Arts,3
1,0,3,5,9,0.45,0.8924276965471323,0.31302892138114713,Average,0,Multimedia Arts,3
3,1,4,3,11,0.55,0.9854079247884753,0.3358368300846099,Average,0,Computer Engineering,0
1,1,4,3,9,0.45,0.6088582787719337,0.42645668849122653,Average,0,Computer Engineering,0
3,2,0,4,9,0.45,0.7167115207024408,0.3833153917190237,Average,0,Multimedia Arts,3
2,0,2,4,8,0.4,0.4703312941791993,0.4518674823283203,Average,0,Multimedia Arts,3
3,3,1,1,8,0.4,0.8676726973847901,0.2929309210460839,Average,0,Information Technology,2
0,3,1,2,6,0.3,0.4969091395048356,0.38123634419806574,Low,2,Computer Science,1
1,2,2,3,8,0.4,0.7563712709722523,0.33745149161109905,Average,0,Multimedia Arts,3
3,0,3,3,9,0.45,0.733813036469168,0.3764747854123328,Average,0,Information Technology,2
0,2,4,3,9,0.45,0.4307690098041455,0.4976923960783418,Average,0,Computer Engineering,0
2,5,2,0,9,0.45,0.827313568459235,0.339074572616306,Average,0,Computer Science,1
1,4,1,1,7,0.35,0.8234585870096263,0.28061656519614947,Low,2,Computer Science,1
0,0,3,1,4,0.2,0.37691870384798565,0.36923251846080574,Low,2,Computer Engineering,0
5,3,3,2,13,0.65,0.5830796208714888,0.5567681516514045,Average,0,Information Technology,2
4,0,2,2,8,0.4,0.6580126436365741,0.3767949425453704,Average,0,Information Technology,2
4,0,2,3,9,0.45,0.9838755576306415,0.2764497769477434,Average,0,Information Technology,2
3,1,1,3,8,0.4,0.6708503205462546,0.3716598717814982,Average,0,Information Technology,2
2,1,4,3,10,0.5,0.5471566082650765,0.4811373566939694,Average,0,Computer Engineering,0
5,3,2,3,13,0.65,0.4342964105515612,0.6162814357793756,Average,0,Information Technology,2
3,3,2,2,10,0.5,0.9705202149029568,0.3117919140388173,Average,0,Information Technology,2
1,5,2,2,10,0.5,0.5192990769942987,0.4922803692022805,Average,0,Computer Science,1
3,5,2,2,12,0.6,0.6141630015045864,0.5143347993981655,Average,0,Computer Science,1
0,4,0,1,5,0.25,0.45974632188754094,0.3661014712449836,Low,2,Computer Science,1
2,2,3,3,10,0.5,0.46479371464408414,0.5140825141423664,Average,0,Multimedia Arts,3
0,2,5,3,10,0.5,0.8957197701524284,0.34171209193902863,Average,0,Computer Engineering,0
2,3,4,2,11,0.55,0.6496929156921478,0.4701228337231409,Average,0,Computer Engineering,0
3,2,5,1,11,0.55,0.5609563264206012,0.5056174694317596,Average,0,Computer Engineering,0
3,3,4,2,12,0.6,0.8705025970602596,0.41179896117589615,Average,0,Computer Engineering,0
3,3,5,0,11,0.55,0.49845752395347953,0.5306169904186082,Average,0,Computer Engineering,0
0,2,3,3,8,0.4,0.6274767774026515,0.3890092890389394,Average,0,Multimedia Arts,3
0,2,2,5,9,0.45,0.711063589668084,0.3855745641327664,Average,0,Multimedia Arts,3
0,1,2,4,7,0.35,0.7581827981013625,0.306726880759455,Low,2,Multimedia Arts,3
0,3,0,2,5,0.25,0.7938610006232909,0.23245559975068364,Low,2,Computer Science,1
1,4,2,3,10,0.5,0.345520437032545,0.561791825186982,Average,0,Computer Science,1
2,2,2,4,10,0.5,0.7325551892790473,0.4069779242883811,Average,0,Multimedia Arts,3
3,2,5,2,12,0.6,0.45846823280008153,0.5766127068799674,Average,0,Computer Engineering,0
4,1,3,1,9,0.45,0.5046944799980393,0.4681222080007843,Average,0,Information Technology,2
0,5,3,0,8,0.4,0.32408457838718824,0.5103661686451247,Average,0,Computer Science,1
0,3,2,3,8,0.4,0.7854607103636648,0.32581571585453406,Average,0,Computer Science,1
2,2,3,3,10,0.5,0.5199922742989267,0.4920030902804293,Average,0,Computer Engineering,0
1,3,5,0,9,0.45,0.9917218524386042,0.27331125902455833,Average,0,Computer Engineering,0
3,5,1,0,9,0.45,0.3772197943073551,0.519112082277058,Average,0,Computer Science,1
0,5,1,2,8,0.4,0.7787219925651929,0.32851120297392283,Average,0,Computer Science,1
0,3,3,4,10,0.5,0.793477781123711,0.3826088875505156,Average,0,Multimedia Arts,3
4,2,1,2,9,0.45,0.7816675513286118,0.3573329794685553,Average,0,Information Technology,2
3,2,4,0,9,0.45,0.7676850205039709,0.3629259917984117,Average,0,Computer Engineering,0
2,5,0,1,8,0.4,0.35162681124254747,0.499349275502981,Average,0,Computer Science,1
3,0,0,5,8,0.4,0.8745338764549402,0.2901864494180239,Average,0,Multimedia Arts,3
0,3,3,1,7,0.35,0.7465057700510285,0.3113976919795886,Low,2,Computer Engineering,0
0,3,4,1,8,0.4,0.9312320106271395,0.2675071957491442,Average,0,Computer Engineering,0
2,2,0,3,7,0.35,0.8893384499595571,0.2542646200161771,Low,2,Multimedia Arts,3
1,1,4,3,9,0.45,0.8483613842903595,0.33065544628385624,Average,0,Computer Engineering,0
0,1,0,3,4,0.2,0.714276966019565,0.23428921359217397,Low,2,Multimedia Arts,3
3,4,1,0,8,0.4,0.6085137925485876,0.396594482980565,Average,0,Computer Science,1
0,3,3,5,11,0.55,0.5138065038452455,0.5244773984619018,Average,0,Multimedia Arts,3
4,0,0,2,6,0.3,0.9155796487697005,0.21376814049211978,Low,2,Information Technology,2
5,2,0,3,10,0.5,0.5224682661533891,0.49101269353864435,Average,0,Information Technology,2
3,3,0,1,7,0.35,0.34702138796670745,0.471191444813317,Low,2,Computer Science,1
3,3,2,1,9,0.45,0.5695456833751069,0.44218172664995725,Average,0,Computer Science,1
0,3,2,3,8,0.4,0.7847858274972623,0.32608566900109504,Average,0,Multimedia Arts,3
3,5,0,2,10,0.5,0.631689343655879,0.44732426253764834,Average,0,Computer Science,1
1,5,2,3,11,0.55,0.451446433286543,0.5494214266853829,Average,0,Computer Science,1
3,2,2,3,10,0.5,0.6267343661113496,0.44930625355546017,Average,0,Information Technology,2
0,4,3,3,10,0.5,0.5913708054679323,0.4634516778128271,Average,0,Computer Science,1
3,2,0,3,8,0.4,0.42664787433408835,0.46934085026636463,Average,0,Multimedia Arts,3
3,2,3,0,8,0.4,0.41849758319773916,0.47260096672090435,Average,0,Information Technology,2
3,2,3,1,9,0.45,0.7536794663257329,0.3685282134697069,Average,0,Information Technology,2
0,0,0,5,5,0.25,0.9654958558896873,0.16380165764412505,Low,2,Multimedia Arts,3
3,0,0,4,7,0.35,0.40349171616188395,0.4486033135352464,Low,2,Multimedia Arts,3
1,2,3,3,9,0.45,0.5765444710611385,0.43938221157554463,Average,0,Multimedia Arts,3
4,3,1,0,8,0.4,0.7570946597015453,0.33716213611938184,Average,0,Information Technology,2
3,3,1,2,9,0.45,0.41451133401221824,0.5041954663951127,Average,0,Computer Science,1
4,2,0,2,8,0.4,0.6509162395423286,0.37963350418306857,Average,0,Information Technology,2
0,3,0,3,6,0.3,0.6321429728542949,0.327142810858282,Low,2,Computer Science,1
3,3,2,3,11,0.55,0.4802935328883262,0.5378825868446695,Average,0,Multimedia Arts,3
4,3,3,2,12,0.6,0.4153292285126997,0.5938683085949201,Average,0,Information Technology,2
5,2,3,1,11,0.55,0.9322919513398211,0.35708321946407157,Average,0,Information Technology,2
2,3,1,2,8,0.4,0.9900680205834045,0.2439727917666382,Average,0,Computer Science,1
3,2,2,1,8,0.4,0.6322548511704138,0.3870980595318345,Average,0,Information Technology,2
5,2,0,3,10,0.5,0.3607942024302111,0.5556823190279155,Average,0,Information Technology,2
3,0,1,3,7,0.35,0.38795395239757957,0.4548184190409682,Low,2,Multimedia Arts,3
2,4,3,0,9,0.45,0.997809505452065,0.270876197819174,Average,0,Computer Science,1
3,4,0,3,10,0.5,0.9441203730381655,0.3223518507847338,Average,0,Computer Science,1
3,0,0,3,6,0.3,0.9700094592987922,0.1919962162804831,Low,2,Multimedia Arts,3
0,2,0,4,6,0.3,0.5792305187521913,0.34830779249912347,Low,2,Multimedia Arts,3
1,3,4,2,10,0.5,0.6640578779142781,0.43437684883428873,Average,0,Computer Engineering,0
1,3,2,1,7,0.35,0.4050953692784658,0.4479618522886137,Low,2,Computer Science,1
5,0,3,3,11,0.55,0.8689035639337126,0.38243857442651497,Average,0,Information Technology,2
4,2,3,1,10,0.5,0.6752618552830338,0.42989525788678645,Average,0,Information Technology,2
0,0,4,3,7,0.35,0.591767572968249,0.3732929708127004,Low,2,Computer Engineering,0
2,1,4,1,8,0.4,0.5415274218044351,0.4233890312782259,Average,0,Computer Engineering,0
5,1,2,2,10,0.5,0.3214593916387949,0.571416243344482,Average,0,Information Technology,2
0,3,5,3,11,0.55,0.45152436539721125,0.5493902538411155,Average,0,Computer Engineering,0
0,1,0,4,5,0.25,0.7535442591250077,0.24858229634999693,Low,2,Multimedia Arts,3
1,0,3,2,6,0.3,0.7861646831825775,0.265534126726969,Low,2,Computer Engineering,0
3,0,2,3,8,0.4,0.38305222314942744,0.48677911074022906,Average,0,Multimedia Arts,3
3,1,3,2,9,0.45,0.38212924241049306,0.5171483030358028,Average,0,Information Technology,2
0,1,3,3,7,0.35,0.39402005308177224,0.4523919787672911,Low,2,Computer Engineering,0
2,1,3,3,9,0.45,0.9445439161821005,0.2921824335271598,Average,0,Multimedia Arts,3
0,4,1,2,7,0.35,0.31279518649615085,0.4848819254015396,Low,2,Computer Science,1
1,5,0,0,6,0.3,0.7347287508582911,0.28610849965668356,Low,2,Computer Science,1
0,1,3,4,8,0.4,0.728509032448177,0.3485963870207292,Average,0,Multimedia Arts,3
0,4,3,0,7,0.35,0.30457464781480437,0.4881701408740783,Low,2,Computer Science,1
0,1,0,5,6,0.3,0.6444800056148623,0.32220799775405506,Low,2,Multimedia Arts,3
1,2,4,2,9,0.45,0.7556756083959384,0.36772975664162466,Average,0,Computer Engineering,0
2,2,4,1,9,0.45,0.3022661736090944,0.5490935305563622,Average,0,Computer Engineering,0
3,1,5,3,12,0.6,0.6156798753042156,0.5137280498783138,Average,0,Computer Engineering,0
0,1,4,3,8,0.4,0.9461665155418759,0.26153339378324963,Average,0,Computer Engineering,0
1,0,5,3,9,0.45,0.6856764406205115,0.39572942375179543,Average,0,Computer Engineering,0
5,2,2,3,12,0.6,0.720300315010619,0.4718798739957524,Average,0,Information Technology,2
3,2,2,3,10,0.5,0.9182398272349555,0.3327040691060178,Average,0,Multimedia Arts,3
2,4,1,0,7,0.35,0.7380009752610696,0.3147996098955722,Low,2,Computer Science,1
3,2,3,2,10,0.5,0.9204171900566043,0.33183312397735826,Average,0,Information Technology,2
0,3,0,3,6,0.3,0.8014138462702722,0.2594344614918911,Low,2,Computer Science,1
2,2,0,5,9,0.45,0.46845672095541957,0.48261731161783217,Average,0,Multimedia Arts,3
0,0,3,0,3,0.15,0.4222827302039911,0.32108690791840355,Low,2,Computer Engineering,0
3,3,2,3,11,0.55,0.5832148363445705,0.49671406546217184,Average,0,Computer Science,1
3,2,3,2,10,0.5,0.7504461346007184,0.39982154615971266,Average,0,Computer Engineering,0
2,2,4,1,9,0.45,0.6253581559959336,0.41985673760162656,Average,0,Computer Engineering,0
3,1,5,1,10,0.5,0.44024405861620874,0.5239023765535165,Average,0,Computer Engineering,0
1,3,2,4,10,0.5,0.9060222041242656,0.33759111835029376,Average,0,Multimedia Arts,3
0,1,1,3,5,0.25,0.7326380096788307,0.2569447961284677,Low,2,Multimedia Arts,3
0,3,3,3,9,0.45,0.8249123500974547,0.3400350599610181,Average,0,Computer Engineering,0
3,2,3,3,11,0.55,0.47153384427315664,0.5413864622907374,Average,0,Computer Engineering,0
1,0,0,5,6,0.3,0.7116278839881663,0.29534884640473347,Low,2,Multimedia Arts,3
3,2,3,4,12,0.6,0.40355891358156193,0.5985764345673752,Average,0,Multimedia Arts,3
1,3,3,2,9,0.45,0.5191867221915426,0.462325311123383,Average,0,Computer Engineering,0
3,3,1,3,10,0.5,0.35258442651059113,0.5589662293957636,Average,0,Computer Science,1
3,0,2,1,6,0.3,0.31455152323443897,0.45417939070622443,Low,2,Information Technology,2
0,4,3,2,9,0.45,0.9859134676814012,0.2756346129274395,Average,0,Computer Science,1
5,0,1,2,8,0.4,0.7381959732356186,0.3447216107057526,Average,0,Information Technology,2
5,3,0,2,10,0.5,0.8624025121051229,0.35503899515795084,Average,0,Information Technology,2
3,3,4,2,12,0.6,0.844457101008405,0.42221715959663797,Average,0,Computer Engineering,0
0,1,3,4,8,0.4,0.34647591351510665,0.5014096345939574,Average,0,Multimedia Arts,3
1,1,0,3,5,0.25,0.5657956570792626,0.32368173716829496,Low,2,Multimedia Arts,3
3,1,3,4,11,0.55,0.7436331027325063,0.4325467589069975,Average,0,Multimedia Arts,3
3,0,3,4,10,0.5,0.5607353553552289,0.4757058578579084,Average,0,Multimedia Arts,3
3,2,1,3,9,0.45,0.7623972909083232,0.36504108363667076,Average,0,Multimedia Arts,3
3,3,2,2,10,0.5,0.5550423613641889,0.4779830554543244,Average,0,Computer Science,1
5,0,2,0,7,0.35,0.7321962710225297,0.3171214915909881,Low,2,Information Technology,2
5,2,0,1,8,0.4,0.9861162812526754,0.24555348749892986,Average,0,Information Technology,2
3,2,0,0,5,0.25,0.5985864627912048,0.3105654148835181,Low,2,Information Technology,2
1,1,4,3,9,0.45,0.4243914776066326,0.500243408957347,Average,0,Computer Engineering,0
0,2,0,4,6,0.3,0.5172914717944148,0.3730834112822341,Low,2,Multimedia Arts,3
3,1,5,1,10,0.5,0.7723229997829786,0.39107080008680856,Average,0,Computer Engineering,0
0,3,4,3,10,0.5,0.30448169335759695,0.5782073226569613,Average,0,Computer Engineering,0
3,4,2,3,12,0.6,0.4916889713738046,0.5633244114504782,Average,0,Computer Science,1
5,3,3,1,12,0.6,0.6343753045953884,0.5062498781618446,Average,0,Information Technology,2
1,2,3,5,11,0.55,0.714025787582517,0.4443896849669932,Average,0,Multimedia Arts,3
3,1,5,1,10,0.5,0.8047014899889338,0.3781194040044265,Average,0,Computer Engineering,0
0,0,5,3,8,0.4,0.8520793558593274,0.29916825765626903,Average,0,Computer Engineering,0
0,0,2,4,6,0.3,0.6196312381318769,0.33214750474724924,Low,2,Multimedia Arts,3
0,5,3,2,10,0.5,0.634648577381896,0.44614056904724164,Average,0,Computer Science,1
1,3,3,3,10,0.5,0.3060260222539407,0.5775895910984237,Average,0,Multimedia Arts,3
2,2,5,2,11,0.55,0.455621019581277,0.5477515921674893,Average,0,Computer Engineering,0
5,0,2,2,9,0.45,0.6689958052990375,0.40240167788038506,Average,0,Information Technology,2
3,2,0,0,5,0.25,0.8795088449591286,0.19819646201634855,Low,2,Information Technology,2
1,3,0,1,5,0.25,0.3101060703558057,0.4259575718576778,Low,2,Computer Science,1
5,0,3,1,9,0.45,0.7872662458285999,0.35509350166856,Average,0,Information Technology,2
3,2,3,1,9,0.45,0.6969345219172942,0.39122619123308233,Average,0,Information Technology,2
2,5,2,3,12,0.6,0.4435220540569964,0.5825911783772014,Average,0,Computer Science,1
5,2,3,2,12,0.6,0.7804331289229678,0.4478267484308129,Average,0,Information Technology,2
1,2,0,4,7,0.35,0.6773258543968006,0.33906965824127977,Low,2,Multimedia Arts,3
1,1,3,0,5,0.25,0.8659416061819012,0.20362335752723953,Low,2,Computer Engineering,0
3,3,0,4,10,0.5,0.7319229143113228,0.40723083427547085,Average,0,Multimedia Arts,3
2,4,1,2,9,0.45,0.8968368803980906,0.31126524784076376,Average,0,Computer Science,1
1,3,3,3,10,0.5,0.38494122630207617,0.5460235094791696,Average,0,Multimedia Arts,3
0,5,0,2,7,0.35,0.31110668353321835,0.4855573265867127,Low,2,Computer Science,1
1,5,1,3,10,0.5,0.43422693838950843,0.5263092246441966,Average,0,Computer Science,1
3,5,1,0,9,0.45,0.533764003873977,0.4564943984504092,Average,0,Computer Science,1
4,3,3,0,10,0.5,0.9947304233336811,0.3021078306665275,Average,0,Information Technology,2
3,0,4,0,7,0.35,0.7216249250383278,0.3213500299846689,Low,2,Computer Engineering,0
5,0,3,2,10,0.5,0.5533541954105274,0.47865832183578905,Average,0,Information Technology,2
0,4,0,3,7,0.35,0.8900189694980636,0.25399241220077456,Low,2,Computer Science,1
1,3,4,3,11,0.55,0.5342829999238928,0.5162868000304429,Average,0,Computer Engineering,0
1,3,4,3,11,0.55,0.9380490537501605,0.3547803784999358,Average,0,Computer Engineering,0
1,0,5,0,6,0.3,0.5594141471736445,0.3562343411305422,Low,2,Computer Engineering,0
2,3,1,3,9,0.45,0.49478731779067386,0.47208507288373047,Average,0,Multimedia Arts,3
0,5,0,0,5,0.25,0.6066623791463485,0.30733504834146064,Low,2,Computer Science,1
3,3,3,1,10,0.5,0.737849978314952,0.40486000867401917,Average,0,Computer Engineering,0
