logic,syntax,algorithm,hardware,networking,system_org,creativity,ui_design,attention_detail,problem_solving,logic_speed,syntax_speed,algorithm_speed,hardware_speed,networking_speed,system_org_speed,creativity_speed,ui_design_speed,attention_detail_speed,problem_solving_speed,logic_confidence,syntax_confidence,algorithm_confidence,hardware_confidence,networking_confidence,system_org_confidence,creativity_confidence,ui_design_confidence,attention_detail_confidence,problem_solving_confidence,IT_interest,CS_interest,CE_interest,MMA_interest,IT_accuracy,CS_accuracy,CE_accuracy,MMA_accuracy,IT_time_ratio,CS_time_ratio,CE_time_ratio,MMA_time_ratio,Track
0.429703504,0.302430335,0.908586168,0.459737527,0.875163918,0.685523537,0.58288088,0.402729962,0.770425963,0.872710158,1.191641173,1.169533022,1.632918649,1.25017792,1.678418877,0.581174629,1.786445926,0.893105966,0.753791935,0.548440261,0.512052387,0.353702264,1.483647298,0.574753705,1.46889164,0.398408887,1.041285173,0.359680532,0.580740878,0.478629387,,,,,0.900443859,0.436069175,0.972658249,0.73890521,0.267751501,0.288402279,0.077290024,0.366556197,Computer Science
0.962368473,0.558895777,0.884744573,0.840427871,0.71271711,0.557331185,0.590629706,0.515325963,0.598389337,0.992738843,1.045122155,1.49826463,0.97940965,1.199971604,0.625660998,1.644851354,1.491536671,1.021227512,1.287267023,1.808332754,1.005792612,0.837373774,0.866527373,1.00848958,0.445919298,0.916726954,0.880945865,0.526265052,0.77028686,1.795202166,,,,,0.426659629,0.958129898,0.682479761,0.915793243,0.405183684,0.012402211,0.311847072,0.270567033,Computer Science
0.330235483,0.958376509,0.744183765,0.417273806,0.386168036,0.693381095,0.341183985,0.415086786,0.963916544,0.821318601,1.420233668,0.813229437,0.827773716,1.168743987,1.631081399,0.505894406,0.5664129,1.805167431,1.721098523,1.542021728,0.469011551,0.779379989,0.616015761,0.487686252,0.629871501,0.350777617,0.19325101,0.749301148,1.65899534,1.266491129,,,,,0.699719207,0.487076067,0.461339915,0.943225796,0.134148045,0.331067406,0.169502243,0.365282306,Information Technology
0.435316217,0.639197543,0.563806447,0.47153759,0.718397796,0.675881306,0.646983861,0.713771916,0.399771539,0.559383834,0.98701141,1.653763131,0.553586112,0.922896639,1.877441465,0.950525973,0.727849213,1.636018095,0.571766286,1.139479775,0.429662073,1.057081331,0.312115419,0.435180457,1.348749812,0.642442736,0.470906694,1.16774377,0.228575888,0.637406565,,,,,0.913214656,0.972456886,0.549411854,0.57772134,0.461999908,0.141698169,0.090124812,0.306177112,Information Technology
0.350573656,0.92595398,0.533937635,0.535398887,0.853961179,0.53908385,0.8326348,0.42686941,0.670291836,0.837958029,1.174848655,0.607719896,1.605353525,1.241084741,0.974624185,1.989193602,1.814108338,0.556733824,1.390481045,1.031853097,0.411870988,0.562720656,0.857158665,0.664475389,0.832291218,1.072342146,1.510489733,0.237652639,0.932028093,0.864649587,,,,,0.422443113,0.406778216,0.75025467,0.592078396,0.245345767,0.122342549,0.293699471,0.338612213,Information Technology
0.760064084,0.592580826,0.991934075,0.514679767,0.660205534,0.664282872,0.599837196,0.384990723,0.547759465,0.450632822,1.84978579,1.483062625,0.931721276,1.348598935,1.779811283,1.901651742,0.612553344,1.680362752,1.949462137,1.200868703,1.405955741,0.878834475,0.924206082,0.694096585,1.175041259,1.26323468,0.36743228,0.646924072,1.067836336,0.541150853,,,,,0.997320406,0.974246795,0.794134809,0.90856684,0.07895917,0.559914037,0.201162879,0.159963914,Computer Science
0.884963235,0.922646065,0.790874347,0.317525398,0.718044299,0.875159127,0.681688537,0.95440105,0.92812217,0.670773376,1.105746189,0.582614676,1.448896615,0.898947058,1.502678468,1.698141856,1.113040266,0.523377108,1.79788015,1.323510662,0.978544725,0.537547138,1.145895164,0.285438523,1.078989708,1.486144345,0.758746791,0.499511661,1.668652426,0.887775716,,,,,0.588874863,0.780277627,0.804636476,0.488480024,0.177888702,0.057808203,0.278526667,0.485776428,Multimedia Arts
0.371867157,0.942150458,0.932412183,0.540035332,0.320184861,0.764257771,0.541297824,0.434153247,0.375995119,0.437218453,0.856200249,1.693738278,1.675729169,1.24162131,1.329987943,1.876724753,1.862060292,1.743010705,1.061410693,1.049828597,0.318392753,1.595756295,1.562470292,0.670519377,0.425842005,1.434301476,1.007929184,0.756733758,0.39908524,0.459004435,,,,,0.932729591,0.95590814,0.879072788,0.854281607,0.493157915,0.249348673,0.166195633,0.091297779,Computer Science
0.809741254,0.843885173,0.551051629,0.304228834,0.957017396,0.605962526,0.982213733,0.774151699,0.386809447,0.528866546,1.485575316,1.473879218,0.847978139,0.765285292,0.915186199,1.680337973,0.862804702,1.552671087,1.804999415,1.087433516,1.202931619,1.243784818,0.467279735,0.232821852,0.875849113,1.018221842,0.847458627,1.20200296,0.698190826,0.575107207,,,,,0.404196423,0.485174642,0.58713812,0.513972536,0.281342894,0.646431776,0.017537538,0.054687793,Information Technology
0.899017535,0.665623816,0.954871777,0.302292927,0.300105833,0.817717623,0.633376904,0.939658842,0.850608771,0.652773864,1.217786003,1.71677064,1.705559558,0.915417215,1.51195529,1.46480338,1.784126748,1.802869356,0.902420963,1.819613681,1.09481097,1.142723425,1.628590686,0.276724149,0.453746602,1.197795539,1.130024676,1.694082132,0.767607186,1.187796254,,,,,0.954742673,0.465781999,0.744247699,0.661878209,0.14330983,0.340116051,0.03867931,0.477894809,Computer Science
0.318619599,0.704810603,0.457752,0.767228243,0.667802326,0.999826562,0.903625779,0.535642919,0.6699377,0.522468436,1.593190237,1.133619705,0.673156645,1.491205814,0.516597572,0.945935115,1.860714603,0.641261467,1.256638611,1.692632728,0.507621635,0.798987188,0.3081388,1.144095217,0.34498506,0.945771054,1.681389682,0.343487164,0.841869581,0.884347173,,,,,0.942701273,0.735902978,0.49190884,0.964514451,0.612045595,0.222829655,0.143492644,0.021632105,Computer Engineering
0.434001816,0.844373944,0.376039343,0.390588774,0.437152891,0.576739211,0.432349802,0.933012453,0.480358744,0.943641329,1.977414531,1.632205035,0.511155589,0.860030176,0.901000121,1.314131883,0.737590554,0.61582273,0.764536613,0.99102795,0.858201497,1.378191403,0.192214612,0.335918132,0.393874808,0.757911385,0.31889713,0.574570275,0.367251847,0.935174931,,,,,0.429525982,0.51721854,0.50051198,0.863415596,0.04787006,0.403949857,0.182819313,0.36536077,Information Technology
0.615249834,0.930738622,0.493563078,0.836764796,0.414394009,0.917851109,0.319908628,0.620205286,0.594880795,0.73665348,1.161400039,1.383468008,1.792554429,0.713042787,0.866220979,1.704229878,0.842095963,1.858480994,1.311217021,0.622796495,0.714551181,1.287647108,0.884738681,0.596649103,0.358956784,1.564229284,0.269393764,1.152639736,0.780017824,0.458785205,,,,,0.41239616,0.85774275,0.913810499,0.543918759,0.059780502,0.66870483,0.231700765,0.039813903,Computer Engineering
0.614010859,0.937305281,0.734821937,0.58522872,0.40572345,0.808201291,0.493454022,0.696137495,0.72009814,0.688814637,0.869739187,1.562411891,1.349075009,1.105524395,0.578196279,0.996895694,1.028671262,1.686745048,1.270170601,1.898178297,0.534029305,1.464456917,0.991329911,0.646984626,0.234587789,0.805692387,0.507601972,1.174206472,0.914647488,1.307492995,,,,,0.850437923,0.722802789,0.501331483,0.532619921,0.050335523,0.168774537,0.369917658,0.410972282,Computer Science
0.367305861,0.647137585,0.637008426,0.607220657,0.510851198,0.633065643,0.66162471,0.719787317,0.564155617,0.961570445,1.008257991,1.84257638,1.701880278,1.19790606,1.24446857,1.804792384,1.239087511,1.519069361,1.713954332,1.861821824,0.370339069,1.192400429,1.084112077,0.727393305,0.63573826,1.142552051,0.819810915,1.093406859,0.966936964,1.79027284,,,,,0.530898498,0.985219462,0.979200142,0.578412981,0.461840799,0.023331693,0.089198913,0.425628595,Information Technology
0.755074368,0.674222086,0.79330551,0.855023536,0.417920478,0.761732072,0.693818766,0.38231037,0.460023143,0.593768313,1.795637654,0.825538671,0.774385538,1.581427592,1.963689414,1.170993137,1.025206422,0.880910884,0.574611295,0.767621182,1.355839967,0.556596405,0.614324315,1.352157811,0.820666019,0.891983028,0.711307454,0.336781366,0.264334494,0.455789134,,,,,0.45604904,0.696460933,0.986918516,0.872441455,0.304896126,0.220848975,0.318035844,0.156219055,Computer Science
0.424869706,0.712841558,0.669672302,0.961175681,0.754882993,0.841401356,0.364891201,0.8326559,0.987994186,0.760246893,1.613125556,1.969281869,1.086912085,1.73626777,1.099538792,1.138877925,1.487362827,0.884628737,1.989172729,0.99384735,0.68536818,1.403785955,0.727874918,1.668858357,0.830023134,0.958253431,0.542725609,0.736591338,1.965291091,0.75556936,,,,,0.473709977,0.593532434,0.913579738,0.588356823,0.229096811,0.66378539,0.072978943,0.034138856,Computer Engineering
0.367793775,0.60825774,0.373000692,0.617665885,0.903901857,0.84423868,0.707190597,0.895295754,0.370189034,0.726592387,0.673462056,1.223209117,1.195193566,0.897733047,1.744781956,0.842341499,1.327841369,1.223392018,1.147478317,0.550313222,0.247695152,0.744026413,0.445808027,0.554499077,1.577111651,0.711137275,0.939036931,1.095297679,0.424783889,0.399853398,,,,,0.818040316,0.407611206,0.892328322,0.559836752,0.06878289,0.290347185,0.440939663,0.199930262,Computer Engineering
0.385249341,0.312829092,0.79266927,0.920505056,0.370364738,0.461443637,0.314160412,0.919546365,0.611316984,0.947636646,1.202148996,1.79327466,1.927634642,1.00272751,1.461066583,1.499630005,0.532113103,1.157343747,1.78299176,1.919427894,0.463127108,0.560988483,1.527976745,0.923015742,0.541127543,0.691994723,0.167168872,1.064231235,1.089973146,1.818920211,,,,,0.939532524,0.98373876,0.791825117,0.539679631,0.268986699,0.171680251,0.093984529,0.465348521,Computer Science
0.740439111,0.853072946,0.488643467,0.932719182,0.467099618,0.72134569,0.339826264,0.678674988,0.369106387,0.532550426,1.791033888,1.840290973,1.650947796,1.051555688,1.368084222,0.83596845,1.517523793,1.021104528,0.831497903,1.377455537,1.32615154,1.569902441,0.806724856,0.980806161,0.639031618,0.603022238,0.515694442,0.692998103,0.306911187,0.733564534,,,,,0.467081315,0.812019388,0.512203255,0.732073217,0.250759201,0.420236067,0.142034495,0.186970237,Computer Engineering
0.398224766,0.843875952,0.349078417,0.563504159,0.614367753,0.436644348,0.569375131,0.592661755,0.457031274,0.747479019,0.546281008,0.796346996,1.436112457,1.441291161,0.897893898,1.524573859,1.204683223,1.290869994,0.998915545,1.976408482,0.217542627,0.672018079,0.501315864,0.812173563,0.551637057,0.665696559,0.685916668,0.765049276,0.456535644,1.477323874,,,,,0.842432336,0.54905794,0.541937968,0.864504096,0.424179955,0.082905642,0.031313316,0.461601086,Information Technology
0.590295631,0.794799691,0.702340159,0.839084094,0.522426568,0.736976031,0.919991951,0.348500938,0.795915933,0.801118108,1.691045435,0.90357098,1.124781331,0.859562518,0.962872835,1.952762739,1.168481011,1.772828671,1.692319781,1.166789045,0.998216733,0.718157936,0.789979098,0.721245237,0.50303035,1.439139332,1.074993126,0.617832454,1.346944277,0.934735832,,,,,0.995307478,0.904468311,0.689617036,0.585823409,0.032721239,0.261299403,0.186555551,0.519423807,Information Technology
0.313774855,0.882013367,0.591639696,0.628812807,0.427953125,0.956237471,0.578871039,0.889907358,0.46621742,0.367659898,1.453641455,1.976624735,1.470412354,1.413069685,1.163346077,0.925701942,1.146249886,0.723435418,0.892860148,1.23107813,0.456116137,1.743409438,0.869954319,0.888556316,0.497857589,0.885190884,0.663530863,0.643790502,0.416266955,0.452618059,,,,,0.486877336,0.874919092,0.406936792,0.592956055,0.158986987,0.578274749,0.186325449,0.076412815,Computer Engineering
0.546533481,0.537411265,0.426258566,0.401394074,0.636444799,0.489182729,0.364290008,0.45153506,0.664508252,0.47982526,0.856613274,1.430984744,1.534124548,0.861868833,1.208211931,1.64685013,1.534856388,0.603936087,1.040106206,1.584913538,0.468167834,0.769027321,0.653933729,0.345949042,0.768960199,0.80561064,0.559132845,0.272698317,0.691159156,0.76048155,,,,,0.507662494,0.51755631,0.778103025,0.570250572,0.12188995,0.230526988,0.43267321,0.214909852,Information Technology
0.925398817,0.374648573,0.82790446,0.680546735,0.87168056,0.521482283,0.637471013,0.876518404,0.882246968,0.563193329,1.733293993,1.523597645,1.114144285,1.954558236,0.546341482,1.073994333,0.960428968,1.903640672,0.649179854,1.442036675,1.60398821,0.570813684,0.922405022,1.330168227,0.476235248,0.560069016,0.612245627,1.668576083,0.572736958,0.812145436,,,,,0.829976815,0.510505494,0.489968508,0.4286988,0.024635775,0.235141363,0.41031629,0.329906572,Multimedia Arts
0.555713357,0.808112857,0.87893057,0.868739842,0.343879462,0.450381261,0.957261451,0.817934316,0.884046683,0.659886272,1.089584073,1.476835479,1.209285086,1.060643169,1.021813345,0.736860491,1.294119784,1.279769856,1.386154325,0.674335483,0.605496423,1.193449738,1.062877629,0.921422979,0.351380623,0.331868158,1.238810983,1.046767682,1.225425133,0.444984728,,,,,0.948953798,0.845233674,0.47857846,0.447606366,0.281028914,0.1140151,0.104864685,0.500091301,Multimedia Arts
0.54160024,0.742527415,0.675952158,0.484077168,0.53214805,0.960235023,0.531961011,0.848802402,0.902892843,0.349726597,1.49465825,1.623890841,1.151032526,1.353987615,0.742708783,0.977745891,1.561500446,1.40385685,0.704578615,1.982073047,0.809507267,1.205783469,0.77804292,0.65543449,0.395231031,0.938865848,0.830657356,1.191597066,0.636158989,0.693183662,,,,,0.962673474,0.534470371,0.925072338,0.560301582,0.23140181,0.424994561,0.117642277,0.225961352,Multimedia Arts
0.615247526,0.832139032,0.635072994,0.696837838,0.891890389,0.789051876,0.669252293,0.622904117,0.388735956,0.339456538,1.92916314,0.779789844,0.915307561,1.416422805,1.741888577,1.749712951,1.744471126,1.967132011,0.58355457,1.099772297,1.186912848,0.648893565,0.581287113,0.987017006,1.55357368,1.380614287,1.167491301,1.225334629,0.226848644,0.373324897,,,,,0.948152648,0.680402691,0.922777974,0.41059387,0.112921449,0.411334558,0.048719368,0.427024625,Computer Engineering
0.305934101,0.355249276,0.633777236,0.374465726,0.457918121,0.508267515,0.637047207,0.573359545,0.945503347,0.920210263,1.622106337,1.488962467,0.80651159,1.402739388,0.720594151,1.179078677,1.192285628,1.534564935,1.752690088,0.980753404,0.496257644,0.528952839,0.511148686,0.525277823,0.32997312,0.599287389,0.759542229,0.879857452,1.657174344,0.902499348,,,,,0.424708766,0.428182223,0.924894573,0.691795516,0.234076619,0.026951937,0.617882411,0.121089033,Multimedia Arts
0.591919647,0.661254401,0.460440228,0.439185764,0.313865649,0.70986455,0.440308848,0.914759912,0.722643585,0.689490031,1.257026997,0.822965118,1.954115666,1.950566944,0.981908637,1.664324336,0.678869099,1.670793268,0.929497899,0.933701714,0.744058976,0.544189305,0.899753463,0.856661234,0.308187392,1.181444845,0.298912071,1.528374703,0.671695694,0.643778024,,,,,0.704339986,0.635397377,0.470698686,0.755846286,0.079140948,0.193362917,0.086403337,0.641092798,Multimedia Arts
0.536615174,0.921243578,0.52826807,0.42564795,0.70364425,0.688596443,0.73323949,0.511497719,0.523978241,0.466201058,1.892601455,1.524433597,1.634383623,0.79124471,1.492367436,1.643996476,1.013684161,0.736538911,1.545506374,1.416715388,1.015598659,1.404374661,0.863392683,0.336791689,1.050095765,1.132050126,0.743273257,0.376737973,0.809811712,0.660474213,,,,,0.745370949,0.509539988,0.557495254,0.774930718,0.193770654,0.164875993,0.29785967,0.343493683,Information Technology
0.493559895,0.410325295,0.440817449,0.496916157,0.963424001,0.396013481,0.915133044,0.442364221,0.543911999,0.388110864,0.655040526,0.642714565,1.01413836,1.285538133,0.80121131,1.899011347,1.37962817,1.827597132,0.723228175,0.715241732,0.323301733,0.263722043,0.447049885,0.638804669,0.771906206,0.752034093,1.262543327,0.808463583,0.393372483,0.277593087,,,,,0.908051621,0.740788813,0.963152077,0.488138111,0.004922004,0.463707441,0.224065678,0.307304877,Multimedia Arts
0.50720981,0.302146494,0.638015895,0.993006591,0.935276192,0.35041595,0.431448562,0.517859528,0.881280319,0.877300102,0.777506754,1.299620116,1.252692299,1.121420744,1.303880684,0.939183296,1.297323759,1.528412275,0.593754916,1.95095885,0.394359053,0.392675661,0.799237598,1.11357819,1.219488561,0.329104806,0.55972847,0.791502859,0.523264522,1.711576398,,,,,0.499182159,0.616179198,0.682376418,0.424590664,0.143413779,0.368066968,0.417286417,0.071232836,Computer Engineering
0.691157626,0.843758202,0.476991998,0.669930756,0.55670512,0.564722472,0.365896273,0.584822745,0.41261548,0.510889051,0.995421654,1.145899918,1.875370608,1.446495628,1.961693058,1.385977274,1.708235065,1.751227199,1.608505707,1.504872459,0.687993268,0.966862455,0.894536774,0.969051909,1.092084569,0.782692512,0.625036843,1.024157497,0.663694354,0.768822862,,,,,0.650748995,0.740365687,0.516230004,0.770947988,0.14969192,0.33814345,0.482630871,0.029533759,Information Technology
0.783635461,0.965032416,0.942516586,0.884098375,0.3338387,0.476738882,0.403801925,0.948854123,0.824222871,0.672249245,1.969100353,0.792078148,1.462357877,1.414071542,1.010681367,1.228070438,0.853079253,1.515672134,1.127361066,0.535325145,1.543056863,0.764381089,1.378296554,1.250178353,0.337404554,0.585468927,0.344475045,1.438151752,0.929196774,0.359871925,,,,,0.970471134,0.700851494,0.823380328,0.518157994,0.03370894,0.576443934,0.221420806,0.16842632,Computer Science
0.664805025,0.465341818,0.938880458,0.449968129,0.410604394,0.951032121,0.480301699,0.903739303,0.840758965,0.567360532,0.881003009,1.638482862,1.396398036,0.881060525,1.836319199,1.581473627,1.863917196,1.15620558,0.692299271,1.886113042,0.585695228,0.762454594,1.311050828,0.396449156,0.754000733,1.504032218,0.895242597,1.044908426,0.582056819,1.0701061,,,,,0.760855618,0.7636357,0.750559265,0.683435814,0.05894201,0.190058745,0.253839748,0.497159497,Multimedia Arts
0.350503396,0.478296673,0.843680051,0.842605485,0.448424154,0.429302375,0.556998146,0.344040756,0.81125255,0.768866108,1.788088241,1.145073721,1.455104014,1.930924233,1.938203472,0.606616421,0.502826517,1.939976593,1.302974903,1.550600811,0.626731,0.547684951,1.227642228,1.627007351,0.869137253,0.26042187,0.280073438,0.667431013,1.057041712,1.19220441,,,,,0.947558295,0.659892759,0.664391969,0.500188943,0.533914525,0.23574426,0.044920676,0.185420539,Computer Science
0.529714757,0.403027379,0.427308613,0.69148001,0.695069658,0.852958547,0.473588999,0.941083368,0.663029052,0.442920882,1.119920863,1.885038908,1.217234814,1.812072666,0.739749103,1.870937598,1.145928208,1.904190415,1.799117779,1.48994946,0.593238608,0.75972229,0.52013492,1.253012026,0.514177156,1.595832215,0.542698993,1.792001929,1.192867356,0.659929729,,,,,0.80370785,0.526904793,0.761697867,0.729697343,0.108058984,0.187177571,0.703349945,0.001413499,Computer Engineering
0.591986865,0.533547105,0.972861747,0.981725962,0.709962375,0.685004878,0.932248748,0.304579732,0.693596422,0.317242686,1.952243407,0.980239336,1.281201953,1.126352757,1.840436186,1.999726916,0.602581967,1.598046704,1.051997936,0.70860938,1.155702454,0.523003859,1.24643237,1.105769744,1.306640446,1.369822692,0.561756284,0.486732636,0.729662004,0.224801143,,,,,0.643262518,0.998887978,0.61454038,0.566439693,0.401269516,0.433974371,0.088704153,0.07605196,Computer Engineering
0.753097034,0.443624939,0.638579782,0.398940584,0.513328345,0.508237048,0.786429976,0.497591124,0.928946992,0.988132266,0.621592552,1.096471448,0.952761595,1.027985193,0.898032329,1.073997292,0.712121889,0.919727413,1.621726817,1.016069788,0.468119507,0.486422079,0.608414292,0.410105013,0.460985449,0.545845214,0.560034,0.457648198,1.506498249,1.004011343,,,,,0.524700938,0.465066423,0.608802488,0.786045453,0.062284859,0.117054591,0.649270152,0.171390399,Computer Science
0.672357031,0.586960319,0.689787984,0.989197092,0.477664834,0.959349526,0.404349689,0.377773754,0.758268647,0.475825317,1.166588459,1.594482153,1.302262255,0.520624024,0.958764849,0.597030005,1.889171825,1.69197289,1.975762526,1.827664269,0.784363953,0.935897753,0.898284855,0.514999771,0.457968252,0.572760452,0.76388604,0.639182951,1.498158777,0.86964893,,,,,0.685199212,0.92955851,0.803463168,0.714759794,0.134226919,0.331162605,0.258540534,0.276069942,Computer Engineering
0.579881932,0.81752058,0.356939937,0.808311274,0.81153292,0.661160377,0.484298205,0.66349356,0.38616033,0.499600643,1.131949818,1.509850677,0.780825152,0.737256128,1.411694543,1.519318312,0.625483629,0.549744775,0.720724777,1.851540052,0.656397247,1.234334002,0.278707681,0.59593244,1.145636594,1.004513067,0.302920599,0.364752118,0.278315318,0.9250306,,,,,0.803583121,0.952615547,0.798828882,0.979142344,0.239350989,0.378592541,0.380753881,0.001302589,Computer Engineering
0.319218122,0.401685648,0.657790689,0.601368564,0.677824341,0.860343556,0.875568195,0.983910397,0.69028346,0.543050842,0.962041557,1.011112365,0.985744403,1.089379962,0.612322132,1.45014871,1.352061835,1.192941339,0.621657936,0.639813039,0.307101099,0.406149325,0.64841349,0.655118864,0.415046846,1.247626098,1.18382234,1.173747387,0.429120191,0.34745101,,,,,0.727063105,0.42194822,0.834873358,0.996266885,0.234861368,0.331783851,0.149183158,0.284171624,Multimedia Arts
0.756246226,0.876863627,0.79793771,0.824334681,0.689645196,0.639160455,0.621101546,0.574407644,0.486219434,0.323317731,1.506643449,1.851441792,1.895723656,1.37084256,0.641204912,1.817996461,1.621617324,0.877116581,1.705317411,1.208011922,1.139393423,1.623461965,1.512669393,1.130033064,0.442203887,1.161991445,1.007189026,0.503822469,0.829158467,0.390571673,,,,,0.932555867,0.54856656,0.880543552,0.827146189,0.006407098,0.364957821,0.553717835,0.074917246,Computer Engineering
0.672329255,0.512854537,0.78737704,0.678097869,0.735020596,0.350777886,0.396456598,0.686462426,0.426821017,0.64908382,1.535043948,1.714657563,0.714510209,1.612818301,1.044779127,1.518399455,0.717926949,1.272762773,1.756343413,0.659647129,1.032054954,0.879369911,0.562588934,1.093648653,0.767934176,0.532620951,0.284626876,0.873703821,0.749644283,0.428166279,,,,,0.896608455,0.671661037,0.893962962,0.975032626,0.101706227,0.656411114,0.156708323,0.085174335,Computer Science
0.739657817,0.375588543,0.625620799,0.745168038,0.64974151,0.787948494,0.860988402,0.910572496,0.691910579,0.49364133,1.264492802,1.081532911,0.838888384,1.29360099,0.533982294,1.408347349,1.73240569,1.999153581,1.882518612,0.634723874,0.935291986,0.40621137,0.524826021,0.963950112,0.346950462,1.109705173,1.491581207,1.820374266,1.302534543,0.313325937,,,,,0.497457628,0.483186774,0.735010932,0.42756158,0.496434906,0.011462465,0.089131584,0.402971045,Multimedia Arts
0.963864824,0.62570355,0.641902083,0.745323966,0.585347161,0.527262913,0.817598909,0.716750813,0.637169766,0.370551135,0.60329243,1.266222838,1.42914758,1.486267586,1.842335162,1.724337295,0.711143358,1.691646438,1.514454715,1.742043342,0.581492352,0.792280125,0.917372808,1.107750851,1.078405657,0.909179106,0.581430034,1.21248896,0.964964757,0.645516137,,,,,0.906012759,0.60731955,0.557961318,0.731580417,0.063241825,0.076723481,0.012778591,0.847256103,Multimedia Arts
0.516507872,0.846051324,0.995210806,0.978388212,0.743718205,0.677063015,0.516493546,0.903054709,0.536596601,0.374706657,0.941147587,0.972645989,1.577728059,0.754312938,0.975294851,0.614879637,1.772601734,1.587163178,1.156230505,1.145022899,0.486110137,0.822908427,1.570172013,0.738010886,0.725344536,0.416312261,0.915537356,1.433295182,0.620429359,0.429047703,,,,,0.499823079,0.630683875,0.944095105,0.483194814,0.386517399,0.012896867,0.099679273,0.500906461,Computer Engineering
0.611488602,0.791885829,0.372479231,0.778398018,0.873314451,0.863672104,0.607208826,0.932898839,0.702482483,0.872510221,0.820188966,0.81536077,1.631543294,1.469952689,1.514464833,0.854855425,1.099433951,0.887569535,0.602188894,0.805911781,0.501536204,0.645672639,0.607715991,1.14420826,1.322604024,0.738314784,0.667585999,0.828012589,0.42302715,0.703166266,,,,,0.997098577,0.540425168,0.495575942,0.818126079,0.255676273,0.380178065,0.2941542,0.069991461,Information Technology
0.650634229,0.423649967,0.47747655,0.990842354,0.810075959,0.847995332,0.321041412,0.567493758,0.688674214,0.404771814,1.772819632,0.709400315,1.454758205,1.32978081,1.773969807,0.967716087,0.926125562,1.769619664,0.832108761,1.619062095,1.153457135,0.30053742,0.694612929,1.317603149,1.437050293,0.820618725,0.297324658,1.004248113,0.573051847,0.655350702,,,,,0.514687514,0.925417248,0.903438125,0.87247783,0.462325911,0.023535624,0.097150384,0.416988081,Computer Engineering
0.330553351,0.34443071,0.387852686,0.482592688,0.824525953,0.333587676,0.988547577,0.491680664,0.524138445,0.473519421,1.40358617,0.529139941,0.640354289,0.648166159,1.496798638,0.994282606,1.156241281,1.92496003,0.800064315,0.605295183,0.463960112,0.182252046,0.248363131,0.312800249,1.234149323,0.331680424,1.142999517,0.946465627,0.419344466,0.286619025,,,,,0.664853938,0.498443927,0.486794289,0.64607925,0.282328982,0.070912312,0.532023204,0.114735501,Multimedia Arts
0.953833784,0.644676695,0.808716525,0.894311802,0.670803912,0.895226416,0.564587251,0.554382852,0.855844373,0.468888807,1.575557737,0.615630436,1.453437596,1.912864572,1.18469883,1.123947522,1.310811294,1.579349112,1.038254464,0.500195017,1.502820197,0.396882594,1.175419002,1.710697362,0.794700611,1.006187512,0.740067344,0.875564065,0.888584241,0.234535845,,,,,0.701250826,0.651566896,0.719621837,0.829187369,0.171400144,0.36197194,0.150303693,0.316324223,Computer Engineering
0.541177375,0.558328911,0.705552735,0.782727694,0.308860948,0.913648868,0.555034786,0.750527226,0.385674701,0.700019256,1.517689296,0.736157069,1.868232206,1.636199611,1.300879341,0.749099054,1.798327054,0.602938953,0.672757337,1.547261357,0.821339109,0.411017774,1.318136343,1.280698749,0.401790827,0.684413502,0.998134072,0.4525221,0.259465485,1.083112744,,,,,0.552316511,0.67559074,0.723346074,0.674940495,0.028814807,0.439806862,0.090244448,0.441133882,Computer Engineering
0.90570355,0.675461678,0.794463507,0.32585645,0.325723682,0.438013602,0.550868304,0.427948692,0.744472189,0.493821332,1.768626538,1.340905699,1.0671193,1.83961725,1.742544592,1.730052719,1.592526874,1.421321505,1.050235099,1.13390064,1.601851334,0.905730413,0.847787341,0.599451147,0.567588041,0.757786624,0.877272578,0.608252678,0.781870823,0.559944324,,,,,0.788274396,0.5037228,0.896688773,0.963202132,0.060431902,0.013308766,0.090223232,0.836036099,Computer Science
0.375478591,0.560574689,0.344186531,0.602790018,0.722701348,0.73995672,0.663240742,0.956675538,0.671795571,0.901466616,1.989538617,0.844618097,0.898303125,1.2828043,0.773567574,1.346187603,1.52658486,0.590596324,1.522092354,0.739200289,0.747029157,0.473471527,0.309183836,0.773261628,0.559058328,0.996120563,1.012493276,0.565009055,1.022534903,0.666364383,,,,,0.579591165,0.843285893,0.498153998,0.719009829,0.382946846,0.077294101,0.138304379,0.401454675,Multimedia Arts
0.622838955,0.761986934,0.898301817,0.394523817,0.3494429,0.766708598,0.839450553,0.614514892,0.575736629,0.7177403,1.327180928,1.235256037,1.728057692,0.76025069,1.521813367,1.612009609,1.851953016,1.917650304,1.261798442,1.150460024,0.826619983,0.94124896,1.552317364,0.299937004,0.531786876,1.235941628,1.554622983,1.178424669,0.726463581,0.825731523,,,,,0.702345138,0.839547558,0.410302821,0.504486361,0.420632853,0.038394052,0.045799771,0.495173325,Computer Science
0.505996227,0.503309919,0.946596191,0.562557396,0.645759414,0.692285141,0.907797735,0.354299999,0.482599365,0.710905668,1.151919163,0.917421115,1.114463389,1.949363953,0.531548848,0.720461754,0.527982751,1.390094988,0.519405313,1.181023964,0.58286675,0.461747147,1.0549468,1.096629109,0.343252672,0.498764967,0.479301546,0.492510654,0.250664674,0.839596629,,,,,0.915517727,0.458322994,0.619104433,0.626798753,0.137634838,0.397767827,0.001352235,0.4632451,Computer Science
